btag|packed
105400053_500317|08-30~68,0 05-17~15,0 08-29~102,8 06-13~18,1 2026-08M~162,8 08-17~75,3 08-12~104,2 2026-05~1051,18 08-14~180,4 05-12~63,4 08-07~1012,22 08-21~177,4 08-25~26,1 06-09~81,0 07-11~72,4 07-16~110,8 05-20~33,1 05-25~59,1 05-30~32,0 06-29~24,0 07-31~214,6 07-26~845,43 08-02~28,4 08-28~399,1 08-09~296,18 06-20~124,1 08-31~78,10 07-29~217,9 2026-09M~514,2 08-19~187,5 09-01~127,0 06-23~59,0 05-15~32,0 08-22~79,0 05-23~23,0 08-23~57,2 08-04~477,22 07-05~7,0 07-22~249,4 06-12~118,1 07-17~48,0 2026-05M~24,0 08-03~704,22 05-24~47,0 05-14~44,0 05-29~37,0 05-08~77,0 08-06~864,35 09-02~387,2 07-09~200,0 06-11~147,5 07-10~355,3 06-08~24,0 07-14~68,0 06-06~18,0 2026-06M~149,1 05-06~28,0 07-03~11,0 07-13~418,9 06-03~12,0 08-15~168,2 06-30~45,0 07-28~267,6 06-27~51,0 06-02~66,1 08-26~289,5 07-07~327,1 08-16~195,5 2026-09~514,2 05-28~46,0 06-14~23,0 07-12~29,0 05-09~38,1 05-21~153,2 07-08~206,5 08-08~393,4 05-22~80,0 06-18~33,2 2026-06~1935,39 07-21~576,15 05-04~40,2 07-25~875,39 07-27~329,6 05-26~111,3 06-05~14,0 07-23~1220,48 05-13~19,0 07-24~434,40 05-01~24,0 06-01~83,0 07-19~41,0 08-18~172,4 06-16~56,0 07-18~100,3 06-24~125,3 06-21~55,1 08-01~134,4 2026-07~8233,288 08-10~346,13 all~20743,619 06-22~32,2 2026-08~9010,272 08-24~329,11 05-10~23,2 07-30~106,11 06-28~37,0 06-19~4,0 06-25~39,0 06-26~647,22 08-05~392,13 07-20~857,26 05-31~27,2 08-27~788,7 08-13~432,21 08-20~134,11 08-11~325,9 07-15~52,2
105400053_500442|08-14~115,15 08-10~29,3 07-26~12,0 06-27~412,15 08-17~16,0 07-13~81,0 07-27~4,0 08-06~60,1 07-22~37,6 07-06~57,0 08-02~7,0 2026-09~129,0 06-19~224,3 07-01~115,1 07-11~50,0 2026-06~2813,63 07-03~152,2 06-06~21,0 08-15~18,1 07-29~28,2 07-02~111,0 06-25~936,22 2026-09M~129,0 08-08~14,0 09-01~87,0 08-19~12,0 all~5686,134 07-09~14,0 07-19~77,0 07-16~116,5 07-25~4,0 08-13~80,3 08-21~42,0 06-07~46,0 08-09~7,0 07-17~8,0 08-05~81,0 2026-08M~26,0 08-22~49,0 07-18~52,0 06-26~652,9 08-25~10,0 07-10~67,3 06-18~86,1 08-01~19,0 08-31~6,0 07-24~8,0 07-12~52,0 2026-08~988,33 06-28~43,6 07-30~125,7 06-22~43,0 07-04~53,0 07-08~52,1 06-10~16,0 2026-07M~226,1 08-04~32,0 07-07~42,0 08-27~63,3 07-14~75,0 2026-07~1701,38 08-24~22,1 06-23~6,0 07-28~9,0 06-30~132,2 08-23~47,4 08-29~8,0 08-11~9,0 08-12~48,1 06-24~12,0 06-20~58,3 07-21~21,0 08-16~19,0 08-26~8,0 08-07~23,0 08-18~108,0 07-15~31,0 08-03~10,0 08-28~9,1 07-31~170,6 06-29~126,2 07-23~33,3 07-05~10,0 05-28~55,0 09-02~42,0 07-20~35,2 2026-05~55,0 08-20~17,0
105400053_500450|07-03~3,0 08-14~2,0 06-30~286,7 08-06~1,0 06-25~8,0 2026-07~128,5 07-13~33,0 2026-06~337,7 08-17~4,0 07-01~30,3 08-12~89,0 08-19~38,0 06-29~18,0 08-22~10,0 2026-07M~72,4 2026-08~327,3 07-20~4,0 all~800,15 08-20~70,1 2026-05~8,0 08-21~103,0 08-13~10,2 05-06~8,0 06-21~25,0 07-02~42,1 07-06~16,1
105400053_500667|07-15~191,0 2026-07~368,7 07-22~3,0 06-27~35,0 2026-06~57,0 07-04~27,2 08-23~11,0 08-12~4,0 07-16~37,5 07-13~15,0 07-01~16,0 08-22~39,0 08-17~1,0 06-29~2,0 06-26~20,0 2026-07M~16,0 2026-08~64,0 07-28~79,0 all~489,7 08-08~9,0
105400053_500786|06-23~415,2 07-22~142,7 06-04~49,0 07-19~81,1 06-01~48,0 05-11~10,0 07-17~264,9 05-15~13,0 06-07~7,0 06-21~83,3 07-06~457,7 06-20~91,0 06-14~173,6 08-26~98,0 09-02~389,4 08-14~72,4 08-25~146,0 06-26~40,1 05-09~264,0 06-11~345,4 07-09~295,0 05-29~137,1 07-23~78,2 07-02~719,4 2026-05~1721,9 06-22~96,1 08-22~74,0 2026-08~4107,227 07-12~243,3 08-30~119,10 05-22~16,0 07-29~286,14 07-28~39,0 06-30~1340,9 06-17~122,1 08-29~71,1 05-03~16,0 07-21~279,11 08-01~103,3 08-04~392,13 05-04~12,0 05-13~15,0 07-08~130,2 06-10~284,7 06-19~246,1 07-01~169,1 06-15~42,0 07-16~77,2 05-08~131,1 05-28~59,0 07-11~237,0 06-09~152,2 08-02~110,0 05-06~32,0 08-20~82,7 06-28~60,0 07-30~94,6 08-15~25,0 06-08~4,0 07-10~296,4 08-24~59,0 05-24~40,0 07-25~55,2 08-08~87,6 05-31~5,0 08-18~230,24 2026-07M~888,5 2026-06M~74,0 08-06~68,10 08-10~336,31 06-13~87,0 06-06~37,3 08-23~68,2 07-26~213,14 08-11~160,10 07-15~177,3 06-05~70,0 2026-09~580,8 07-07~83,0 05-21~60,0 2026-08M~213,3 08-07~76,1 09-01~191,4 08-19~431,46 07-05~204,8 05-30~61,0 08-03~142,3 07-03~817,9 07-31~89,7 06-29~500,3 05-17~98,0 05-07~43,0 06-25~57,0 07-14~177,4 05-27~16,0 05-01~108,0 06-18~84,0 2026-09M~580,8 05-10~47,1 05-02~53,0 07-24~141,2 08-21~272,8 all~17984,435 08-16~136,10 08-28~17,0 08-27~171,1 2026-05M~161,0 05-18~24,4 05-25~68,0 2026-07~6628,142 06-24~169,3 08-12~58,3 07-13~355,4 08-17~94,15 08-05~228,5 08-13~30,1 2026-06~4948,49 06-12~84,1 07-20~95,1 06-03~23,0 05-20~12,0 05-14~4,0 05-16~75,1 05-26~19,0 05-23~262,1 07-27~44,5 05-12~11,0 08-31~66,1 05-19~4,0 05-05~6,0 06-16~100,0 06-27~114,2 07-04~213,8 07-18~79,2 06-02~26,0 08-09~86,12
105400053_500818|08-13~19,0 06-30~49,2 07-11~29,0 07-12~57,3 07-05~29,0 07-17~31,4 08-12~98,1 08-01~32,2 07-01~129,1 07-08~224,0 08-23~23,1 2026-07~1486,30 07-15~29,0 07-16~5,0 06-29~40,0 08-15~12,0 07-23~125,0 07-02~363,12 2026-08M~32,2 07-04~61,2 06-26~6,0 07-07~11,0 08-14~5,0 07-14~53,0 07-13~19,0 07-22~31,1 all~1775,37 07-03~109,2 2026-06~95,2 2026-08~194,5 2026-07M~492,13 08-30~5,1 07-21~181,5
105400053_501391|07-05~198,2 all~1952,51 07-23~29,0 06-09~1,0 08-06~28,0 07-08~211,3 06-10~22,8 08-17~24,0 07-24~75,19 07-25~15,0 07-03~34,0 2026-07~1380,29 08-09~22,2 05-22~207,0 07-06~616,5 06-23~63,0 06-03~25,5 06-04~40,2 05-23~39,0 08-05~51,5 2026-05~287,0 07-10~6,0 07-07~142,0 07-20~14,0 2026-06~160,15 05-29~12,0 2026-08~125,7 06-11~4,0 07-09~40,0 05-30~29,0 06-07~5,0
105400053_502263|08-21~13,0 07-05~5,0 08-14~57,5 08-31~28,0 2026-07~782,9 07-16~95,0 07-04~22,0 06-06~19,2 07-07~1,0 07-12~29,2 06-18~115,0 07-02~6,0 all~1080,19 2026-08~146,5 07-29~2,0 06-29~18,3 07-20~20,0 07-22~8,0 07-13~283,3 07-15~133,2 08-13~3,0 07-17~23,0 2026-07M~6,0 2026-06~152,5 07-14~155,2 08-16~45,0
105400053_502463|08-15~64,0 2026-08~4258,206 08-12~25,1 08-20~37,2 07-24~259,22 08-19~85,3 09-01~45,0 07-31~916,34 08-05~161,7 08-01~248,8 2026-09~156,0 08-22~12,0 07-17~65,0 08-16~14,0 07-30~239,1 08-06~130,5 08-28~15,3 08-09~9,2 07-26~147,4 08-30~24,0 07-16~150,5 08-08~235,17 07-14~185,3 07-23~81,6 07-29~12,5 08-07~166,36 08-21~123,5 07-15~111,7 07-21~281,1 08-11~44,4 07-22~166,4 08-25~17,0 08-17~40,6 07-10~34,0 08-18~38,0 2026-07~4641,158 07-12~11,0 08-02~505,16 08-24~11,2 08-03~572,8 07-13~27,0 08-23~50,0 08-27~51,0 07-28~29,1 08-04~728,35 all~9055,364 07-18~5,0 08-10~153,1 2026-08M~753,24 07-20~1006,26 08-14~244,25 08-13~457,20 07-25~619,19 07-27~298,20 09-02~111,0 2026-09M~156,0
105400053_502806|08-29~275,22 08-30~203,16 07-12~139,0 05-14~4,0 2026-08~3847,189 08-05~213,12 05-06~12,0 06-07~4,0 08-14~122,4 2026-05M~24,0 07-08~14,0 06-10~238,2 06-17~179,5 07-06~57,2 05-25~5,0 08-27~99,3 07-28~23,0 06-30~49,0 06-27~64,1 08-24~164,2 2026-06~2962,52 08-31~47,0 2026-09M~209,5 08-10~7,0 05-20~4,0 05-24~5,0 07-21~261,18 08-28~103,4 06-28~39,2 07-30~24,4 05-04~6,0 07-22~262,15 05-19~6,0 06-23~283,2 07-13~79,1 06-16~179,7 07-16~1684,131 09-02~67,1 05-30~6,0 08-13~122,11 2026-09~209,5 05-11~10,0 08-04~34,0 08-25~181,23 08-03~63,3 06-08~28,1 07-10~143,1 06-11~133,7 07-09~173,3 2026-07M~464,5 06-15~381,4 08-22~84,6 07-07~24,2 08-02~230,12 05-17~5,0 05-15~6,0 05-05~6,0 06-12~65,0 07-14~87,4 07-02~223,2 08-20~18,0 05-01~20,0 09-01~142,4 08-19~45,0 07-31~25,1 06-29~54,3 07-26~181,6 07-03~64,2 08-07~179,9 05-27~10,0 06-06~14,0 08-15~49,1 05-13~9,0 05-31~5,0 07-15~118,1 08-21~48,5 06-13~194,0 08-17~31,1 all~17568,840 05-10~6,0 07-11~124,0 06-09~5,0 08-11~74,2 08-23~88,3 06-05~18,0 2026-08M~473,27 07-19~419,7 08-06~366,15 06-20~18,0 08-12~87,2 06-24~320,0 06-26~67,4 07-04~49,1 06-22~176,8 05-08~4,0 06-25~107,3 05-22~5,0 05-18~14,0 06-18~96,0 08-01~243,15 07-05~49,2 07-17~2719,256 06-19~13,0 07-01~241,3 07-25~569,17 07-20~284,7 08-18~56,0 08-09~58,1 05-23~6,0 2026-07~10321,594 07-23~855,28 05-09~6,0 07-29~154,10 05-21~7,0 07-18~444,48 07-24~589,17 07-27~244,5 06-21~213,3 05-28~6,0 05-07~4,0 2026-05~229,0 08-16~28,2 05-02~4,0 05-16~5,0 08-08~263,4 05-12~43,0 06-14~25,0 08-26~267,11
105400053_502897|08-30~49,2 05-17~156,0 08-29~91,3 06-13~239,3 08-17~236,11 2026-09M~568,13 08-12~165,5 05-07~61,1 07-06~298,16 2026-09~568,13 08-14~87,1 05-12~60,1 08-07~173,22 08-21~162,10 08-25~57,0 2026-07M~531,10 07-11~206,5 06-09~37,1 07-16~168,11 05-20~85,7 06-07~76,2 05-25~148,10 05-30~29,0 2026-07~6221,263 07-31~251,10 06-29~305,14 07-26~92,4 08-02~410,48 08-28~168,3 08-09~112,0 2026-05M~235,4 05-05~179,8 06-20~48,2 08-31~219,19 07-29~144,18 09-01~284,7 08-19~43,0 06-23~231,3 05-15~77,4 08-22~125,7 05-23~14,2 08-23~82,10 08-04~325,5 07-05~242,0 07-22~70,2 06-12~57,0 07-17~256,13 06-17~157,6 2026-06M~299,5 08-03~658,37 05-24~251,5 05-14~57,0 05-29~105,0 05-08~101,1 08-06~70,7 09-02~284,6 06-11~83,0 07-09~228,6 06-08~85,0 07-10~153,2 07-14~307,6 06-06~145,0 2026-08~5183,326 05-06~71,2 07-03~271,1 07-13~183,3 06-15~14,0 06-03~99,4 05-18~90,2 08-15~34,3 07-28~104,2 06-30~341,4 06-27~264,2 06-02~186,3 05-27~110,0 08-26~275,5 07-07~389,5 08-16~73,4 2026-08M~608,61 05-28~152,0 06-14~66,4 07-12~163,7 05-09~34,0 05-21~57,1 07-08~285,7 06-10~72,1 08-08~186,9 05-22~83,1 05-03~49,0 07-04~288,3 06-18~151,1 07-21~244,16 05-04~97,1 07-25~164,14 07-27~206,34 05-26~108,5 06-05~55,0 07-23~100,2 05-11~74,3 05-13~78,3 07-24~158,9 2026-05~2893,70 05-02~44,1 05-01~191,3 05-16~125,3 07-19~55,7 06-01~113,2 08-18~216,15 06-04~52,2 06-16~508,3 07-18~266,29 06-24~115,0 06-21~35,0 08-01~198,13 08-10~106,1 all~19750,757 06-22~155,1 08-24~144,4 05-10~27,3 06-28~315,9 07-30~168,19 06-19~73,2 07-01~347,10 06-25~372,8 05-19~141,2 06-26~436,8 2026-06~4885,85 08-05~53,0 07-20~117,1 05-31~39,1 08-27~412,67 08-13~54,1 08-20~114,7 08-11~86,7 07-15~114,1 07-02~184,0
105400053_502900|2026-08~2170,38 08-18~207,3 08-07~127,4 07-18~65,12 07-31~165,11 08-26~3,0 07-22~81,10 07-27~202,2 08-20~60,1 08-14~23,0 08-27~7,0 08-17~135,1 08-03~252,8 08-24~1,0 08-06~84,0 07-17~280,34 2026-09M~7,0 07-21~310,20 09-02~4,0 08-21~47,0 07-30~264,10 06-14~125,1 08-13~185,7 06-10~84,1 08-28~4,0 08-05~344,4 06-25~1,0 07-28~206,7 08-12~96,1 08-25~13,0 2026-07~1929,114 08-22~3,0 08-30~1,0 06-13~1,0 07-23~180,4 08-04~262,5 08-19~109,2 09-01~3,0 08-23~2,0 all~4353,154 07-24~128,2 06-09~2,0 2026-09~7,0 08-11~148,0 08-31~13,0 2026-06~247,2 07-29~48,2 08-10~37,2 08-15~4,0 08-16~3,0 06-15~34,0
105400053_502976|07-25~12,0 07-18~151,11 08-21~5,2 2026-08~11,2 2026-08M~6,0 07-17~286,10 2026-07~825,36 07-19~369,13 07-21~7,2 all~836,38 08-02~6,0
105400053_503064|07-14~11,0 07-21~22,5 08-03~4,0 07-19~67,0 2026-07~537,37 07-18~427,30 07-17~10,2 2026-08~4,0 all~541,37
105400053_503431|06-29~66,0 07-31~68,3 07-27~102,3 06-19~71,0 08-25~59,2 07-10~47,0 08-16~335,20 08-14~149,15 07-19~44,1 07-07~149,2 07-21~166,7 08-23~71,3 07-23~129,15 07-05~35,0 2026-07~3102,177 06-14~20,0 06-25~69,0 08-24~123,9 2026-05M~29,0 05-27~59,0 07-15~114,1 07-25~178,26 05-11~39,0 08-07~135,5 08-27~14,0 08-13~83,7 08-20~195,1 06-21~28,0 06-06~31,0 07-30~34,3 2026-08M~71,1 08-22~100,2 05-03~32,2 08-03~111,1 07-03~12,0 05-06~31,0 08-28~58,1 08-31~81,0 08-09~53,3 08-11~155,11 08-05~125,10 2026-08~2938,116 08-08~25,3 05-10~14,1 05-18~28,0 08-17~214,1 07-08~66,1 07-02~81,0 08-02~18,0 08-15~30,0 05-08~45,0 2026-09~201,1 all~7298,316 05-09~35,0 07-16~332,51 07-24~61,2 05-01~29,0 2026-07M~81,0 06-17~65,4 05-04~14,0 05-07~25,4 07-13~117,0 05-31~14,0 08-01~53,1 07-04~59,0 2026-06~551,5 07-20~237,11 08-04~28,1 08-29~12,0 08-30~24,3 08-12~212,6 05-05~117,8 06-20~47,0 2026-09M~201,1 07-06~175,3 07-18~157,8 06-04~71,0 07-14~264,5 07-17~73,4 08-19~99,3 09-01~124,1 07-09~88,0 06-11~24,0 07-29~2,0 08-21~23,0 06-26~42,1 09-02~77,0 05-21~24,2 08-18~27,2 07-26~116,20 08-06~305,3 2026-05~506,17 08-26~21,3 07-28~43,0 06-05~17,0 07-12~153,11
105400053_503435|07-30~11,0 06-28~42,2 07-20~53,0 07-06~42,0 08-22~9,0 07-17~7,0 08-11~36,5 05-10~7,0 07-16~10,0 08-13~5,0 2026-06~1418,51 06-06~28,0 06-05~29,0 06-18~37,1 07-26~62,2 06-14~28,0 05-11~8,0 05-14~24,2 05-19~91,1 06-20~19,0 06-04~161,5 08-24~9,0 07-29~21,1 08-28~7,0 2026-09M~11,0 05-07~5,0 07-24~35,0 07-02~140,2 06-30~14,0 07-28~247,2 05-12~8,0 2026-08~1134,51 08-31~11,0 06-13~29,1 06-22~30,1 05-25~47,2 2026-08M~29,2 08-23~3,0 05-20~53,3 05-21~7,0 07-12~77,0 08-17~66,2 07-22~23,0 2026-07M~167,2 05-16~55,0 05-28~38,1 08-20~13,0 08-14~17,2 08-29~6,0 08-27~21,0 06-26~147,10 06-01~108,2 07-19~26,0 08-25~12,0 2026-09~11,0 05-04~6,0 08-04~143,3 05-08~9,1 05-13~24,3 07-04~29,0 05-01~9,0 06-25~43,0 06-12~47,1 08-16~22,0 05-23~80,0 05-17~20,1 08-07~62,1 08-10~3,0 06-17~51,0 05-15~354,20 07-05~55,1 07-25~79,0 08-05~41,2 08-12~5,0 05-05~10,0 06-09~4,2 07-11~17,0 08-18~147,5 07-23~50,3 05-06~19,0 06-10~184,12 07-08~30,0 05-03~21,0 07-14~17,1 07-09~90,12 06-11~55,4 07-07~38,1 2026-05~1311,37 05-27~18,0 2026-06M~144,2 2026-07~1446,28 08-06~48,3 07-03~43,0 all~5320,167 07-27~8,0 05-30~20,0 06-23~8,1 05-24~38,0 08-03~110,21 08-15~286,4 05-02~54,0 06-27~30,0 07-18~41,2 2026-05M~63,0 08-30~3,0 05-29~117,0 05-18~25,0 07-01~27,0 06-19~41,0 06-24~38,5 05-09~61,0 06-07~36,0 09-02~4,0 06-03~28,0 07-13~22,0 07-10~12,0 06-08~43,1 08-19~6,0 09-01~7,0 06-16~24,1 06-21~14,0 06-15~40,2 05-26~28,0 05-31~25,2 07-21~105,1 08-01~29,2 05-22~30,1 08-21~14,1 06-29~24,0 06-02~36,0 07-15~29,0
105400053_503522|08-30~884,6 2026-07~5,0 08-31~971,12 08-26~529,1 2026-09~916,2 08-29~114,0 07-22~5,0 08-27~86,1 09-01~342,1 09-02~574,1 all~3747,30 2026-09M~916,2 08-28~221,8 2026-08~2826,28 08-25~21,0
105400053_503784|all~3047,139 08-03~70,0 08-19~66,6 09-01~74,0 08-29~19,0 07-26~40,2 08-02~151,2 08-22~50,5 08-01~47,0 08-31~15,0 07-28~23,0 07-20~42,0 07-23~56,1 08-18~31,0 08-16~29,4 2026-09~133,1 08-14~197,1 2026-08M~198,2 08-23~140,0 08-10~4,0 08-06~24,0 08-25~46,0 08-28~144,4 08-13~34,3 07-27~25,0 07-24~135,9 08-27~160,5 08-15~45,0 08-04~133,2 07-21~261,30 08-30~26,0 07-31~23,5 08-24~27,2 2026-07~1066,81 07-19~254,10 2026-09M~133,1 08-09~23,0 08-07~77,21 09-02~59,1 08-26~59,0 07-29~10,0 07-18~32,1 07-25~39,0 08-20~11,0 08-21~24,0 07-30~33,7 08-12~17,0 08-08~99,1 07-22~93,16 08-05~41,0 08-11~22,1 2026-08~1848,57 08-17~17,0
105400053_506119|08-18~7,0 08-24~2,0 08-27~1,0 08-19~6,0 all~495,16 08-22~7,0 08-20~23,0 08-14~10,0 08-15~130,5 08-26~9,0 2026-08~495,16 08-17~7,0 08-21~291,11 08-23~2,0
105400053_506316|07-21~28,0 07-25~1,0 08-13~14,0 08-26~12,0 08-17~73,2 08-08~41,9 08-03~38,0 06-25~3,0 08-06~37,2 08-07~119,2 09-01~1,0 08-19~46,0 08-18~97,0 2026-07~138,5 07-26~2,0 06-14~1,0 06-24~30,0 05-29~3,0 06-11~50,1 06-08~8,0 all~982,21 08-27~28,0 2026-09M~1,0 08-31~11,0 2026-08~621,15 06-22~5,0 07-31~16,0 06-20~9,0 08-21~14,0 06-01~36,0 2026-09~1,0 2026-06~219,1 08-14~8,0 07-23~24,0 07-29~67,5 2026-06M~36,0 08-20~20,0 06-12~77,0 2026-05~3,0 08-04~5,0 08-16~58,0
105400053_506840|05-16~46,0 05-07~11,2 2026-09M~101,4 06-30~56,0 2026-08~721,18 06-03~20,0 2026-07M~125,0 06-01~116,5 08-14~7,0 08-17~22,2 2026-09~101,4 2026-05M~90,0 05-23~7,0 06-18~38,0 08-23~35,0 05-28~16,0 08-08~9,0 08-22~339,1 06-23~124,2 2026-05~438,3 07-29~27,0 05-06~5,0 07-02~45,0 06-05~16,0 08-28~10,0 05-05~13,0 06-12~28,0 06-28~21,0 06-27~100,4 05-22~18,0 08-20~44,8 06-06~4,0 07-23~22,2 05-21~6,0 05-15~49,0 06-16~48,0 07-25~10,2 06-24~83,0 07-04~14,0 06-04~4,0 07-08~12,0 05-04~12,0 08-21~52,1 07-05~10,0 06-15~290,0 06-02~32,0 08-05~55,2 05-18~10,0 06-17~63,2 07-18~35,0 07-11~19,1 06-26~118,2 05-20~22,0 07-27~1,0 2026-06M~148,5 07-12~18,0 08-29~2,0 05-02~24,0 05-24~20,0 05-11~4,0 05-09~46,0 07-03~23,0 07-20~6,0 all~3317,51 06-14~87,0 08-09~25,1 05-27~36,1 2026-07~527,10 07-06~35,0 08-31~27,1 07-01~80,0 06-19~17,0 07-09~43,0 06-11~165,0 07-24~16,3 06-25~31,0 06-07~8,0 2026-06~1530,16 06-22~18,1 05-03~5,0 08-15~8,0 07-10~2,0 06-08~4,0 06-29~6,0 07-31~19,2 07-26~6,0 08-19~62,2 09-02~101,4 07-14~35,0 08-24~16,0 07-17~33,0 07-21~7,0 05-17~13,0 07-15~9,0 06-21~33,0 05-19~9,0 08-10~8,0 05-01~66,0
105400053_507085|08-15~14,1 08-29~149,1 08-31~51,0 08-30~228,7 08-26~16,0 08-25~6,0 2026-09~45,0 09-01~23,0 09-02~22,0 08-28~82,0 08-17~39,0 2026-09M~45,0 08-16~1,0 08-14~6,5 all~1129,20 2026-08~1084,20 08-27~492,6
105400053_507088|08-31~11,0 2026-08~866,23 08-29~42,0 09-01~88,1 09-02~165,4 08-30~122,10 08-27~68,0 2026-09~253,5 2026-09M~253,5 08-26~250,6 08-25~225,3 all~1119,28 08-28~148,4
105434351_493288|2026-07M~65,1 07-30~25,1 06-28~55,5 07-09~111,9 06-11~441,8 08-27~47,2 06-22~262,10 07-22~6,1 08-23~20,0 2026-09M~88,3 07-27~102,8 05-10~2271,59 06-16~89,3 08-19~70,8 09-01~73,0 06-05~65,0 05-22~93,9 07-01~40,1 06-19~98,7 07-18~2,0 06-15~53,8 05-13~560,15 05-09~910,12 08-18~117,16 07-04~95,2 06-20~48,7 06-18~167,0 05-05~98,0 05-14~199,7 08-28~7,0 07-20~42,3 05-06~81,2 06-25~95,6 06-30~110,9 07-28~47,10 08-14~4,0 06-09~83,13 07-11~75,5 08-25~52,13 06-01~237,13 07-19~1,1 07-29~49,9 07-14~40,0 06-17~228,2 08-30~2,0 05-16~2929,39 05-29~358,3 05-23~33,1 06-29~126,8 07-31~18,3 05-12~1970,41 07-21~36,0 06-23~57,3 08-05~4,0 05-30~14,0 06-12~59,5 2026-07~1538,91 05-26~12,0 07-25~7,1 05-15~1256,23 08-03~19,1 2026-05M~118,0 05-02~6,0 05-27~49,6 06-02~34,0 07-03~111,4 05-08~53,1 08-17~40,8 08-01~3,0 07-02~25,0 07-17~35,4 07-15~11,1 05-31~25,1 07-10~136,3 06-08~113,6 09-02~15,3 2026-06M~271,13 06-04~93,2 08-06~3,0 06-10~330,9 07-08~246,1 06-07~53,2 06-26~66,0 08-21~62,3 08-31~56,0 06-13~65,0 08-26~33,1 06-21~96,11 05-17~575,6 05-18~824,13 06-03~9,0 05-20~38,0 05-11~480,6 2026-08M~3,0 05-19~124,4 07-06~77,3 06-27~131,0 06-24~24,2 05-24~8,0 05-21~185,4 05-25~83,2 05-01~112,0 05-04~63,3 all~19402,554 08-16~52,3 07-07~31,2 08-22~58,1 2026-08~689,56 08-20~22,0 08-24~14,0 05-07~219,2 07-16~12,0 2026-06~3365,143 07-05~23,1 2026-05~13722,261 07-24~103,15 2026-09~88,3 06-14~78,4 08-29~4,0 07-23~15,0 07-13~6,0 07-26~11,3 05-28~94,2
105471191_493857|2026-05~857,10 07-06~42,2 06-22~15,0 06-25~149,0 05-17~8,0 07-05~16,0 05-12~163,5 07-10~1,0 05-08~18,0 06-24~88,8 05-23~97,0 07-04~17,0 06-20~20,0 07-03~46,1 05-14~44,2 2026-06~479,8 all~1538,22 06-10~23,0 07-08~37,1 05-10~412,3 06-04~136,0 2026-07~202,4 05-11~98,0 06-09~36,0 07-11~43,0 06-03~12,0 05-13~17,0
105472725_493908|07-21~63,5 08-27~286,8 07-30~349,6 06-28~47,0 05-18~81,0 05-27~74,0 05-19~634,18 2026-09~514,9 08-30~117,2 08-19~88,5 09-01~79,0 06-07~186,6 2026-06~8455,102 06-02~353,5 06-16~252,0 08-16~41,0 05-14~360,7 09-02~435,9 2026-05~9289,137 08-05~77,3 06-30~256,5 07-28~42,2 05-17~126,0 05-28~407,0 06-10~748,12 07-08~277,1 06-05~28,0 06-24~195,4 05-23~278,0 06-17~151,2 08-13~77,11 08-17~56,1 06-27~371,3 2026-06M~569,10 06-14~797,5 2026-08~3088,120 07-03~340,5 08-06~92,8 05-08~24,0 08-09~34,2 05-09~12,0 07-13~85,0 07-22~141,18 07-25~131,3 05-29~72,0 08-03~43,0 05-20~505,8 08-22~294,11 07-29~56,5 05-16~87,0 07-09~86,1 06-11~424,1 05-30~404,3 08-18~43,0 07-27~28,0 05-11~2285,36 05-31~368,2 08-24~54,0 08-26~65,8 07-05~491,4 05-04~6,0 07-10~275,2 06-08~597,2 07-12~361,2 05-13~1221,26 07-15~110,0 2026-07~5154,108 07-17~23,1 05-07~16,2 07-14~227,1 08-14~254,0 all~26500,476 06-23~214,1 05-26~416,1 08-20~41,1 06-18~174,6 07-16~197,0 08-15~37,0 08-02~86,7 06-22~14,0 06-03~309,4 08-07~121,0 05-12~1009,20 06-15~93,4 06-12~604,6 05-24~81,1 06-06~234,0 07-18~92,0 08-23~139,4 06-09~383,5 07-11~110,2 05-22~207,0 08-08~43,2 2026-09M~514,9 08-29~35,0 06-04~458,1 07-26~101,5 07-06~73,1 07-20~66,0 05-21~328,7 06-29~229,3 07-31~66,3 06-13~294,8 07-23~50,10 08-11~47,3 08-28~22,0 06-21~38,0 07-04~423,6 06-01~216,5 07-19~95,8 07-01~258,0 06-19~158,7 08-10~62,2 2026-07M~464,3 07-07~90,0 07-02~206,3 2026-08M~370,9 08-01~284,2 08-12~55,2 06-20~72,0 06-25~65,1 07-24~242,14 06-26~495,6 05-25~38,2 08-04~166,2 08-31~172,33 08-25~69,0 08-21~88,3 05-15~250,4
