btag|paths|landing|packed
105400053_503431|3|00000003:/de/promotions/monthly-bonus 00000004:/pt/promotions/monthly-bonus 00000048:/promotions/monthly-bonus|08-05~1,0,0,0,0 08-07~2,0,0,0,0 07-21~12,3,2,0,0 07-23~2,1,1,0,0 07-22~2,1,1,1,0 08-09~1,0,0,0,0 07-29~1,0,0,0,0 08-20~4,1,0,0,0 08-17~3,3,2,1,0 08-14~3,1,1,0,0 08-08~1,0,0,0,0 07-24~4,0,0,0,0 08-19~2,1,0,0,0 08-21~1,1,0,0,0 08-18~5,0,0,0,0 08-02~3,1,0,0,0 07-27~1,0,0,0,0 07-25~1,0,0,0,0 08-06~2,2,1,1,0 08-22~2,1,1,0,0 08-15~2,0,0,0,0 08-12~3,1,1,0,0 08-13~4,3,1,0,0 07-28~1,0,0,0,0 08-23~2,1,0,0,0 08-24~2,0,0,0,0 08-16~5,5,3,1,0 all~55,23,15,5,1
105400053_503435|3|00000001:/de/promotions/monthly-bonus 00000002:/es/promotions/monthly-bonus 00000009:/promotions/monthly-bonus|07-23~5,1,1,0,0 07-24~3,0,0,0,0 07-27~1,0,0,0,0 07-21~11,1,0,0,0 08-11~1,1,1,0,0 07-28~1,0,0,0,0 08-09~1,0,0,0,0 07-30~1,0,0,0,0 07-25~6,1,0,0,0 07-22~6,0,0,0,0 07-26~2,1,1,1,0 all~12,6,4,2,1
105400053_503784|2|00000001:/ja/crypto-casino 00000004:/crypto-casino|07-24~6,2,1,1,0 07-26~1,0,0,0,0 08-02~1,0,0,0,0 07-30~2,0,0,0,0 07-25~3,0,0,0,0 07-31~1,0,0,0,0 08-04~1,0,0,0,0 all~5,3,3,2,2
105400053_506119|1|00000016:/promotions/ufc-330-cashback|08-16~1,0,0,0,0 08-15~14,4,4,1,0 08-14~3,1,1,0,0 all~16,5,5,1,0
105400053_506316|6|00000001:/de/blog 00000001:/es/blog 00000001:/ja/blog 00000001:/tr/blog 00000002:/hi/blog 00000024:/blog|08-17~32,0,0,0,0 08-24~1,0,0,0,0 08-19~4,0,0,0,0 08-18~6,0,0,0,0 08-20~1,0,0,0,0 all~30,3,3,2,1
105400053_507085|3|00000002:/hi/crypto-casino 00000002:/ja/crypto-casino 00000043:/crypto-casino|08-28~15,4,4,0,0 08-27~44,16,12,2,0 08-25~1,1,1,0,0 08-26~2,2,0,0,0 08-29~2,0,0,0,0 all~47,16,11,2,0
105400053_507088|3|00000001:/pt/crypto-casino 00000002:/de/crypto-casino 00000016:/crypto-casino|08-25~3,3,3,2,2 all~19,10,6,4,4 08-26~7,2,2,2,2 08-28~1,1,1,0,0 08-27~8,4,0,0,0
105434351_493288|6|00000001:/de/special-bonus/up-to-200 00000001:/fr/special-bonus/up-to-200 00000001:/pt/special-bonus/up-to-200 00000003:/ja/special-bonus/up-to-200 00000006:/special-bonus/up-to-200 00000142:/es/special-bonus/up-to-200|05-27~2,1,0,0,0 06-13~1,1,0,0,0 06-02~1,1,1,1,0 05-18~13,7,7,6,1 06-10~1,1,0,0,0 all~154,151,85,70,49 05-10~28,26,0,0,0 05-17~13,10,6,2,2 05-09~10,10,0,0,0 05-15~21,18,14,11,8 05-07~2,2,0,0,0 05-20~1,0,0,0,0 05-12~29,24,0,0,0 05-16~64,59,45,32,16 05-19~3,1,0,0,0 07-21~1,0,0,0,0 05-11~4,2,0,0,0 05-08~1,1,0,0,0 05-31~1,1,0,0,0 05-13~3,1,0,0,0 06-21~1,1,0,0,0 05-29~2,2,0,0,0 05-06~1,1,0,0,0
105471191_493857|5|00000001:/de/special-bonus/up-to-200 00000001:/es/special-bonus/up-to-200 00000001:/hi/special-bonus/up-to-200 00000003:/fr/special-bonus/up-to-200 00000023:/special-bonus/up-to-200|05-13~1,1,0,0,0 05-12~4,2,0,0,0 05-14~1,1,1,1,0 05-10~19,19,0,0,0 05-08~3,3,0,0,0 05-11~5,5,0,0,0 all~29,29,3,1,0
105472725_493908|3|00000001:/es/special-bonus/up-to-200 00000003:/pt/special-bonus/up-to-200 00000055:/special-bonus/up-to-200|05-18~3,1,0,0,0 05-15~2,0,0,0,0 05-09~1,1,0,0,0 06-03~1,1,1,1,1 05-31~1,0,0,0,0 05-24~3,2,0,0,0 05-13~8,5,3,2,0 06-01~1,0,0,0,0 05-29~1,0,0,0,0 06-02~1,1,1,1,0 07-01~1,1,0,0,0 06-05~1,1,0,0,0 05-25~1,0,0,0,0 05-23~1,0,0,0,0 05-14~6,3,2,1,0 05-26~2,1,1,0,0 05-08~3,3,0,0,0 05-11~24,24,0,0,0 05-28~3,3,2,2,0 06-06~1,1,0,0,0 05-16~1,0,0,0,0 05-17~3,3,3,2,0 05-27~1,0,0,0,0 05-19~6,5,3,3,0 05-21~4,2,0,0,0 05-20~4,2,2,2,1 05-12~13,13,0,0,0 05-22~3,1,1,1,1 all~59,59,19,16,4
105472725_497399|3|00000001:/es/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000003:/fr/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000053:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|06-05~1,1,1,1,0 07-12~1,0,0,0,0 07-14~1,1,1,1,0 06-25~3,1,0,0,0 06-06~2,2,2,1,1 06-10~3,3,2,1,0 07-06~1,1,0,0,0 06-09~5,5,2,2,1 07-05~1,0,0,0,0 06-11~1,1,0,0,0 07-08~4,3,0,0,0 07-11~1,1,0,0,0 06-21~1,1,1,0,0 06-04~13,8,4,2,0 06-15~1,1,0,0,0 06-19~1,0,0,0,0 06-08~5,3,1,0,0 07-01~1,1,1,1,0 08-19~1,1,0,0,0 06-13~1,1,0,0,0 07-10~4,4,1,0,0 06-03~15,12,6,4,1 07-04~1,1,0,0,0 07-02~1,0,0,0,0 06-07~1,1,0,0,0 06-17~2,0,0,0,0 06-14~1,0,0,0,0 06-30~1,1,1,1,0 06-20~1,1,1,0,0 06-24~2,2,1,0,0 all~57,51,26,16,5
105474798_493973|9|00000001:/ja/crypto-sportsbook 00000001:/ko/crypto-sportsbook 00000002:/no/crypto-sportsbook 00000003:/pt/crypto-sportsbook 00000006:/de/crypto-sportsbook 00000007:/es/crypto-sportsbook 00000008:/fr/crypto-sportsbook 00000086:/crypto-sportsbook|06-12~1,0,0,0,0 06-26~2,0,0,0,0 06-20~1,0,0,0,0 05-25~3,1,0,0,0 05-28~4,2,1,1,0 07-06~1,0,0,0,0 05-22~9,3,2,1,0 06-10~2,0,0,0,0 06-05~8,1,1,1,1 05-20~12,0,0,0,0 05-21~9,1,1,0,0 05-31~3,1,1,1,0 05-30~6,2,2,1,0 05-16~1,0,0,0,0 06-15~1,0,0,0,0 06-08~2,0,0,0,0 05-23~3,1,1,0,0 05-24~10,4,2,1,0 05-18~11,1,0,0,0 06-04~3,2,2,2,0 06-27~1,0,0,0,0 07-02~1,0,0,0,0 06-02~1,1,1,0,0 06-13~1,0,0,0,0 05-15~4,1,0,0,0 07-03~1,0,0,0,0 08-24~1,0,0,0,0 06-07~6,2,1,1,0 06-29~2,0,0,0,0 06-24~1,0,0,0,0 06-30~1,0,0,0,0 07-08~1,0,0,0,0 06-09~5,1,0,0,0 05-27~1,0,0,0,0 06-14~1,0,0,0,0 06-06~3,0,0,0,0 05-26~9,3,1,1,0 05-19~2,0,0,0,0 06-01~10,2,2,1,0 07-04~1,0,0,0,0 06-11~1,0,0,0,0 06-03~4,0,0,0,0 all~115,28,19,13,1
105546111_494708|3|00000001:/de/special-bonus/up-to-200 00000004:/special-bonus/up-to-200 00000030:/pt/special-bonus/up-to-200|05-27~2,1,0,0,0 05-15~1,1,1,0,0 06-18~1,0,0,0,0 06-01~1,0,0,0,0 05-29~1,1,0,0,0 05-20~5,4,4,4,4 05-25~8,4,4,4,3 07-11~1,1,0,0,0 05-26~11,8,4,2,1 06-17~1,0,0,0,0 05-19~1,1,1,1,1 05-31~2,1,1,1,1 07-12~1,1,0,0,0 08-04~1,1,0,0,0 all~35,31,24,20,17 05-23~1,0,0,0,0 06-11~1,1,0,0,0 06-16~1,0,0,0,0 06-23~1,1,0,0,0 06-03~1,0,0,0,0 05-18~3,2,1,1,1 05-14~3,3,2,0,0 06-09~2,2,0,0,0 06-02~1,1,0,0,0 06-15~1,0,0,0,0 05-21~2,2,2,1,1 06-26~1,1,0,0,0 05-22~5,4,3,3,3
105546155_494711|2|00000001:/de/special-bonus/up-to-200 00000051:/special-bonus/up-to-200|05-14~1,1,1,0,0 05-24~1,0,0,0,0 05-26~9,7,6,4,2 05-19~5,5,3,3,2 05-22~2,1,1,1,0 05-21~20,17,12,6,2 05-27~1,0,0,0,0 05-18~23,23,18,14,6 all~52,52,41,35,24
105574795_494832|3|00000002:/crypto-casino 00000002:/pt/crypto-casino 00000003:/es/crypto-casino|05-15~7,7,4,0,0 all~7,7,4,0,0
105574795_498152|5|00000001:/tr/sport-promocode 00000004:/fr/sport-promocode 00000023:/de/sport-promocode 00000036:/es/sport-promocode 00000146:/sport-promocode|07-13~3,3,1,0,0 07-02~1,1,1,1,0 08-05~1,1,0,0,0 06-15~9,8,1,0,0 08-13~3,3,0,0,0 06-27~6,6,0,0,0 08-19~1,1,1,0,0 08-22~1,1,0,0,0 07-26~3,3,1,0,0 08-23~2,2,1,0,0 07-12~2,2,0,0,0 08-07~4,4,0,0,0 07-10~1,1,0,0,0 08-25~1,1,0,0,0 06-12~6,6,0,0,0 07-06~5,5,3,1,0 08-29~1,1,0,0,0 06-17~2,2,0,0,0 08-04~4,3,0,0,0 07-31~3,2,0,0,0 08-24~1,1,0,0,0 07-18~4,3,1,1,0 06-14~4,3,0,0,0 07-19~2,2,0,0,0 08-03~7,4,0,0,0 08-15~1,1,0,0,0 07-09~1,1,0,0,0 06-22~3,3,2,0,0 07-03~5,4,0,0,0 07-08~1,1,0,0,0 06-09~2,2,1,1,0 06-23~2,2,0,0,0 08-10~1,1,1,1,0 06-18~5,5,0,0,0 08-02~12,12,0,0,0 06-11~13,13,0,0,0 07-11~3,3,1,0,0 06-20~1,1,0,0,0 07-20~3,3,0,0,0 07-05~5,4,0,0,0 07-29~1,1,0,0,0 07-24~1,1,0,0,0 06-25~3,3,0,0,0 06-24~6,5,1,1,0 06-16~5,5,1,0,0 08-28~3,3,0,0,0 07-17~4,4,0,0,0 06-21~2,2,0,0,0 08-06~3,3,0,0,0 08-14~2,2,0,0,0 08-18~2,2,0,0,0 07-27~1,1,0,0,0 07-22~1,1,0,0,0 07-07~2,2,1,1,0 06-29~4,4,0,0,0 08-08~1,1,1,1,0 06-19~4,3,0,0,0 08-27~1,1,0,0,0 07-16~5,4,2,1,0 06-28~5,5,0,0,0 07-04~3,0,0,0,0 07-01~2,2,0,0,0 08-01~5,4,0,0,0 08-11~1,1,0,0,0 07-30~2,2,0,0,0 06-13~4,4,0,0,0 08-20~2,2,0,0,0 07-21~5,5,0,0,0 06-10~8,8,1,0,0 07-15~2,2,0,0,0 all~210,195,21,9,0
105658066_505184|1|00000004:/crypto-casino|08-10~1,1,1,0,0 08-06~2,0,0,0,0 08-07~3,2,1,0,0 all~4,4,3,1,1
105661272_497658|7|00000001:/de/sport-promocode 00000001:/es/sport-promocode 00000001:/fr/sport-promocode 00000001:/ko/sport-promocode 00000001:/no/sport-promocode 00000001:/pt/sport-promocode 00000053:/sport-promocode|06-12~2,2,2,2,1 08-16~2,2,0,0,0 06-19~1,1,0,0,0 07-17~1,1,1,0,0 06-11~7,6,4,3,2 06-08~3,3,3,0,0 07-12~2,2,1,0,0 08-22~1,0,0,0,0 06-13~1,1,1,0,0 07-18~2,2,0,0,0 08-17~2,2,1,1,0 08-04~1,1,0,0,0 06-09~2,2,1,1,0 06-24~1,1,1,0,0 08-28~1,1,0,0,0 08-01~1,1,0,0,0 06-26~1,1,1,1,1 08-21~3,3,2,2,0 06-17~9,9,1,0,0 06-18~7,4,3,1,0 06-15~2,2,0,0,0 08-02~1,1,0,0,0 07-14~4,3,1,1,0 07-15~5,5,1,0,0 06-10~1,1,0,0,0 07-25~1,1,1,0,0 07-28~1,1,0,0,0 07-23~1,1,0,0,0 07-22~2,2,0,0,0 07-20~2,2,0,0,0 all~59,57,25,13,4
105675843_495694|4|00000001:/fr/crypto-casino 00000001:/pt/crypto-casino 00000001:/tr/crypto-casino 00000020:/crypto-casino|07-26~1,0,0,0,0 05-24~1,0,0,0,0 06-12~1,0,0,0,0 08-04~1,0,0,0,0 07-28~1,0,0,0,0 06-11~1,0,0,0,0 08-20~1,1,0,0,0 05-22~2,1,0,0,0 08-03~1,0,0,0,0 07-31~1,1,1,0,0 08-01~1,0,0,0,0 06-16~1,0,0,0,0 08-18~1,0,0,0,0 07-17~1,1,0,0,0 07-27~1,1,1,1,0 06-09~1,0,0,0,0 06-02~2,2,0,0,0 07-02~1,0,0,0,0 06-28~1,1,0,0,0 07-07~1,0,0,0,0 07-29~2,1,0,0,0 05-21~1,1,1,0,0 06-04~1,1,0,0,0 06-10~1,0,0,0,0 all~23,9,4,1,0
105761479_496175|3|00000002:/crypto-casino 00000002:/de/crypto-casino 00000007:/pt/crypto-casino|05-30~1,1,0,0,0 05-27~4,4,1,1,1 05-31~1,1,0,0,0 05-25~1,1,1,1,0 05-28~4,4,1,1,1 05-26~3,2,2,1,1 05-29~6,6,2,1,1 all~11,10,7,6,5
105761479_496176|3|00000001:/crypto-casino 00000001:/pt/crypto-casino 00000005:/de/crypto-casino|05-28~3,2,2,2,2 05-27~5,2,2,2,2 05-25~2,2,2,2,2 all~7,6,6,6,6
105761479_496177|1|00000008:/de/crypto-casino|05-25~1,1,1,0,0 05-29~1,0,0,0,0 05-27~2,2,2,1,1 05-26~1,1,1,1,1 05-28~4,4,4,4,4 all~8,8,8,8,8
105763050_496672|7|00000001:/fr 00000001:/tr 00000002:/pt 00000004:/ko 00000006:/es 00000017:/de 00000516:/|08-26~4,1,1,1,0 06-18~10,8,6,3,0 06-15~20,14,8,3,0 06-21~9,3,0,0,0 08-03~6,2,1,0,0 07-15~6,3,2,1,0 06-27~10,7,1,1,0 08-19~5,2,1,1,1 06-25~12,12,6,3,0 07-01~3,1,0,0,0 08-11~8,6,2,1,0 08-22~9,6,5,3,0 07-16~5,3,1,1,0 08-20~8,7,2,1,0 07-19~10,8,6,4,0 08-15~6,3,1,1,0 07-25~2,1,0,0,0 08-29~7,2,0,0,0 06-17~7,6,2,1,0 06-28~6,5,1,0,0 08-16~5,4,3,2,0 07-23~9,5,4,3,0 06-02~1,1,0,0,0 07-29~11,7,3,2,0 08-08~2,1,0,0,0 07-22~4,3,2,0,0 08-14~7,5,4,2,0 08-06~13,9,6,5,0 08-05~9,7,5,2,0 07-09~9,7,6,3,0 06-22~4,2,1,1,0 07-12~8,7,1,0,0 06-12~10,7,4,0,0 08-21~8,4,3,2,0 07-06~7,5,0,0,0 08-02~12,6,3,2,0 07-11~6,4,2,1,0 08-24~11,6,4,2,0 07-26~2,1,1,0,0 07-21~11,6,2,0,0 06-10~11,9,2,1,0 06-03~5,4,1,0,0 08-13~8,6,3,0,0 07-28~10,6,3,0,0 08-04~3,3,1,0,0 08-17~6,5,5,1,0 06-29~4,1,0,0,0 06-20~6,5,4,1,0 07-02~5,2,2,1,0 07-05~5,4,1,0,0 08-18~9,6,2,1,0 06-26~12,7,3,2,0 06-05~11,8,2,0,0 06-08~6,4,2,1,0 06-14~10,8,6,4,0 07-14~3,2,0,0,0 07-04~5,3,2,2,0 08-23~6,5,1,0,0 06-24~4,2,1,1,0 06-19~7,6,4,4,1 08-27~8,4,0,0,0 07-20~2,2,1,0,0 07-08~6,3,0,0,0 08-10~5,4,1,0,0 06-23~15,11,6,4,0 07-30~5,5,4,3,0 06-09~5,2,1,1,0 08-09~8,4,2,0,0 07-31~2,2,2,1,0 07-18~7,4,3,1,1 08-25~6,5,2,1,0 06-30~7,5,1,1,0 06-11~4,4,3,0,0 06-13~4,3,2,1,0 07-10~5,4,2,1,0 08-01~4,3,1,1,0 08-12~2,2,2,1,0 07-24~6,4,2,1,0 07-27~2,1,1,1,0 06-07~7,5,4,3,0 06-06~8,5,4,3,0 07-03~4,1,1,1,0 07-13~4,3,2,1,0 06-16~8,7,1,0,0 08-28~10,7,2,2,0 07-07~10,8,2,2,0 07-17~5,3,1,0,0 08-07~6,2,1,1,0 06-04~9,6,3,2,0 all~547,382,201,111,4
105798291_496525|5|00000001:/tr/crypto-casino 00000003:/de/crypto-casino 00000003:/fr/crypto-casino 00000004:/pt/crypto-casino 00000019:/crypto-casino|06-11~2,2,1,0,0 08-09~1,1,1,1,0 06-15~1,1,0,0,0 06-17~1,1,0,0,0 06-22~2,0,0,0,0 06-06~2,1,0,0,0 07-17~1,1,0,0,0 06-03~2,1,0,0,0 06-13~1,0,0,0,0 07-23~1,0,0,0,0 05-27~1,1,1,0,0 08-27~1,1,0,0,0 06-24~2,1,0,0,0 06-20~1,1,0,0,0 07-26~1,1,0,0,0 08-05~1,1,0,0,0 07-30~1,1,1,0,0 08-19~3,2,0,0,0 07-06~1,1,0,0,0 06-12~1,0,0,0,0 08-07~1,0,0,0,0 08-06~1,1,0,0,0 06-18~1,1,0,0,0 06-08~7,4,3,1,0 06-05~2,2,0,0,0 07-19~1,1,0,0,0 08-21~1,1,0,0,0 all~30,21,6,3,0
105815643_496643|8|00000001:/fr/crypto-casino 00000001:/pt/crypto-casino 00000001:/tr/crypto-casino 00000002:/el/crypto-casino 00000002:/ja/crypto-casino 00000003:/de/crypto-casino 00000004:/es/crypto-casino 00000024:/crypto-casino|07-22~1,1,0,0,0 06-16~1,0,0,0,0 08-28~2,2,0,0,0 07-26~1,0,0,0,0 06-02~1,1,0,0,0 06-26~1,0,0,0,0 06-21~1,0,0,0,0 07-21~2,2,0,0,0 06-11~1,1,0,0,0 06-05~1,1,0,0,0 06-12~1,1,1,0,0 06-22~1,1,0,0,0 08-17~2,1,0,0,0 07-13~1,0,0,0,0 06-03~4,4,1,1,0 06-08~1,0,0,0,0 08-26~1,1,0,0,0 06-18~1,0,0,0,0 06-01~1,1,0,0,0 06-06~2,2,2,2,2 07-17~1,1,1,0,0 07-31~1,1,0,0,0 06-17~1,0,0,0,0 07-03~1,1,0,0,0 08-20~1,1,0,0,0 08-25~2,2,1,0,0 06-27~1,0,0,0,0 07-08~1,0,0,0,0 07-05~1,1,0,0,0 06-10~2,2,0,0,0 06-04~2,1,0,0,0 07-07~2,0,0,0,0 all~38,26,6,3,2
105833794_496803|1|00000012:/provider-exclusive-offer|06-01~5,3,1,1,0 05-29~11,10,9,1,0 all~12,11,9,1,0
105834233_497110|1|00000039:/|06-22~1,1,0,0,0 06-07~1,1,0,0,0 06-02~28,7,5,5,3 06-05~1,1,1,1,1 06-01~1,1,1,0,0 06-04~1,0,0,0,0 06-03~11,7,1,1,0 all~39,16,8,7,4
105894784_497318|1|00000039:/crypto-casino|08-04~1,0,0,0,0 06-14~3,1,1,1,0 06-24~1,1,0,0,0 06-10~2,2,2,2,1 07-13~1,0,0,0,0 06-25~1,0,0,0,0 06-18~1,0,0,0,0 08-26~1,1,1,1,0 07-18~1,0,0,0,0 06-26~1,1,1,1,0 06-20~2,0,0,0,0 06-21~1,1,1,1,0 06-07~1,1,0,0,0 06-13~1,0,0,0,0 06-22~3,1,1,1,0 06-16~4,3,3,3,0 07-31~1,0,0,0,0 07-09~1,0,0,0,0 06-09~3,1,0,0,0 06-17~1,0,0,0,0 06-05~1,1,0,0,0 07-11~1,1,1,1,0 07-03~1,0,0,0,0 06-23~1,1,1,1,0 07-26~1,1,1,0,0 07-01~1,0,0,0,0 06-11~5,3,3,2,1 07-06~1,0,0,0,0 06-19~2,0,0,0,0 06-08~5,3,3,3,0 06-15~1,1,1,1,0 06-12~9,6,5,5,1 all~39,28,25,23,4
105896019_497277|2|00000011:/es/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000012:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|06-03~4,4,4,4,4 06-04~8,8,7,7,7 06-02~1,1,1,0,0 06-07~9,9,8,8,8 06-05~3,3,3,3,3 all~23,23,23,22,22
105928799_498162|1|00000009:/|07-25~1,1,1,1,0 08-14~1,0,0,0,0 07-01~1,0,0,0,0 06-28~1,0,0,0,0 06-09~1,1,1,0,0 07-14~1,1,1,1,0 07-16~2,1,0,0,0 06-11~2,2,1,0,0 all~9,6,4,2,1
105928799_498163|1|00000022:/|07-07~1,1,0,0,0 08-07~1,1,0,0,0 06-26~2,0,0,0,0 06-27~1,0,0,0,0 06-09~1,1,1,0,0 07-09~1,0,0,0,0 all~22,13,4,3,1 06-25~6,4,0,0,0 07-22~2,2,1,1,0 06-28~1,0,0,0,0 07-08~1,1,0,0,0 07-23~1,0,0,0,0 07-02~1,1,0,0,0 07-20~1,1,0,0,0 08-26~1,0,0,0,0 07-01~1,1,1,1,0 07-28~1,0,0,0,0
105928990_497460|2|00000003:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000021:/es/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-22~1,1,0,0,0 06-04~9,9,5,2,1 06-09~4,2,2,1,0 06-03~1,1,1,0,0 06-16~1,1,0,0,0 06-10~5,2,0,0,0 06-23~1,1,0,0,0 06-08~9,6,3,1,0 06-05~6,3,2,0,0 06-06~1,0,0,0,0 06-29~1,1,0,0,0 08-17~2,1,0,0,0 all~24,22,14,8,3
105931793_497478|1|00000005:/|06-03~3,3,2,0,0 06-04~2,1,0,0,0 all~5,5,3,1,1
105931793_500846|4|00000001:/ja/casino-promocode 00000002:/de/casino-promocode 00000003:/es/casino-promocode 00000019:/casino-promocode|07-03~1,0,0,0,0 07-05~2,1,0,0,0 07-07~2,1,0,0,0 08-21~1,0,0,0,0 07-11~2,1,0,0,0 08-05~2,1,1,1,0 07-20~1,0,0,0,0 08-16~1,0,0,0,0 08-26~1,0,0,0,0 08-24~1,0,0,0,0 08-15~1,1,1,0,0 08-06~1,0,0,0,0 06-30~2,1,1,0,0 07-30~2,1,0,0,0 08-11~1,1,0,0,0 07-28~2,1,0,0,0 07-18~1,0,0,0,0 07-02~2,1,0,0,0 08-17~1,0,0,0,0 08-07~1,0,0,0,0 08-12~1,0,0,0,0 08-27~1,1,0,0,0 08-19~2,1,0,0,0 07-04~3,3,1,0,0 07-27~1,0,0,0,0 07-10~1,1,0,0,0 08-20~1,0,0,0,0 08-08~2,1,1,0,0 07-06~3,2,1,0,0 07-22~1,0,0,0,0 08-14~4,2,0,0,0 07-01~14,11,2,0,0 08-01~3,2,1,0,0 07-15~1,0,0,0,0 08-13~1,1,1,0,0 07-13~2,2,0,0,0 07-31~1,1,0,0,0 07-23~1,1,0,0,0 07-16~1,0,0,0,0 all~25,24,9,5,1
105932402_497515|2|00000009:/es/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000010:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|06-08~11,11,11,11,11 06-04~1,1,1,0,0 06-07~6,6,6,6,6 06-06~1,1,1,1,1 all~19,19,19,18,18
105947394_497546|3|00000001:/ko/crypto-sportsbook 00000001:/tr/crypto-sportsbook 00000058:/crypto-sportsbook|07-03~1,0,0,0,0 06-20~5,2,2,2,0 06-05~1,0,0,0,0 06-22~1,1,1,1,0 06-23~2,1,0,0,0 08-17~3,2,0,0,0 06-29~1,1,1,1,0 06-16~4,2,0,0,0 08-28~1,0,0,0,0 06-07~2,0,0,0,0 08-24~2,0,0,0,0 06-15~5,2,1,1,0 06-21~2,1,1,1,0 06-04~1,0,0,0,0 07-09~1,0,0,0,0 06-13~1,1,1,1,0 07-19~1,0,0,0,0 06-19~2,1,1,1,0 08-27~1,1,0,0,0 06-08~1,0,0,0,0 08-23~1,0,0,0,0 06-30~2,0,0,0,0 06-24~1,0,0,0,0 06-14~3,0,0,0,0 06-28~2,0,0,0,0 06-11~1,0,0,0,0 07-17~1,0,0,0,0 08-18~4,1,1,1,0 06-26~1,0,0,0,0 06-09~2,0,0,0,0 06-12~3,1,1,1,0 06-17~4,3,2,2,0 06-18~1,0,0,0,0 08-01~1,0,0,0,0 06-27~1,0,0,0,0 06-10~3,0,0,0,0 all~60,17,12,12,0
105947394_497550|2|00000001:/es/world-cup-2026 00000010:/world-cup-2026|06-17~3,1,0,0,0 06-05~1,0,0,0,0 06-20~2,1,1,1,0 06-04~1,1,1,0,0 06-12~1,1,1,1,0 06-16~3,1,0,0,0 06-15~1,0,0,0,0 all~11,5,3,2,0
105947394_497552|2|00000004:/es/promotions/bracket-challenge 00000197:/promotions/bracket-challenge|06-16~8,4,3,1,0 06-21~13,5,4,1,0 06-15~11,5,4,1,0 06-09~1,0,0,0,0 06-18~7,1,1,0,0 all~201,79,68,31,0 06-29~8,2,2,1,0 06-17~12,6,5,3,0 06-26~6,2,2,1,0 06-20~12,6,5,3,0 06-12~13,4,2,2,0 06-22~16,5,4,2,0 06-25~11,5,4,3,0 06-13~19,4,4,2,0 06-24~9,2,2,1,0 06-19~9,4,3,2,0 06-28~12,2,2,0,0 06-10~2,1,1,0,0 06-11~9,3,3,1,0 07-11~1,1,1,0,0 06-14~11,5,4,2,0 06-04~1,1,1,0,0 06-23~12,6,5,2,0 06-27~8,4,4,0,0
105947394_499111|1|00000013:/sport-promocode|07-02~1,1,0,0,0 07-11~2,2,1,0,0 06-23~1,1,0,0,0 07-12~1,1,0,0,0 07-09~1,1,0,0,0 07-07~1,1,1,1,0 06-29~2,2,1,0,0 06-16~1,1,0,0,0 07-03~1,1,1,0,0 06-24~1,1,0,0,0 07-18~2,2,1,1,0 all~13,13,5,2,0
105965840_499027|1|00000006:/sport-promocode|06-17~1,1,0,0,0 06-16~4,4,3,2,0 06-15~1,1,0,0,0 06-23~1,1,1,1,1 all~6,6,4,3,1
106038685_498220|2|00000011:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000012:/es/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|06-26~1,0,0,0,0 all~23,20,17,13,5 06-11~12,12,10,7,1 06-09~2,0,0,0,0 06-13~2,2,2,0,0 07-18~1,1,0,0,0 06-12~8,6,4,4,1 06-10~2,2,2,0,0
106054549_499145|4|00000001:/no/casino-promocode 00000001:/pt/casino-promocode 00000021:/casino-promocode 00000104:/de/casino-promocode|07-20~1,1,0,0,0 07-14~1,1,0,0,0 07-08~1,0,0,0,0 07-10~2,1,1,0,0 07-29~1,0,0,0,0 08-12~1,1,0,0,0 07-22~3,3,1,1,0 08-27~18,17,4,2,0 08-28~16,14,5,2,1 08-01~1,1,0,0,0 08-29~5,5,2,1,0 08-02~1,1,0,0,0 07-17~2,2,1,0,0 07-27~1,1,0,0,0 08-06~3,3,1,0,0 08-15~11,11,5,4,0 08-21~1,1,0,0,0 06-29~2,1,1,1,0 08-17~3,3,1,0,0 07-25~1,1,1,1,0 07-18~3,2,1,1,0 08-26~2,2,0,0,0 08-23~2,1,0,0,0 08-10~3,3,0,0,0 08-09~2,2,1,1,0 08-14~20,18,8,2,1 08-05~1,1,1,0,0 07-13~1,1,1,0,0 07-30~1,1,0,0,0 08-24~2,2,2,1,1 07-21~1,1,1,1,0 07-07~5,5,2,1,0 07-11~3,2,2,1,0 08-03~4,4,2,0,0 07-16~1,1,0,0,0 08-16~6,4,0,0,0 08-13~3,1,1,1,0 08-08~1,1,0,0,0 08-18~2,2,2,0,0 07-23~1,1,0,0,0 07-31~2,2,1,0,0 all~127,118,49,25,2
